"","X","b1","b2","b3","mu_EI","mu_IR","rho","mu_RS","eta","N","k","loglik","loglik.se"
"1",310,15.522394503876,281.252566280544,4.4390231476517e-05,0.143676451337903,3.46221786231687,0.056537290251237,0.0218245840992589,0.366957646581189,34530000,10,-1534.65529659372,0.00465780329040019
"2",108,0.862733985691593,342.971080615813,5.67239897461759e-05,14.0792064055181,0.136783601058579,0.074372969977333,0.0185563708318214,0.345312545209122,34530000,10,-1543.84269764861,0.0157936368199468
"3",35,4.43737039399853,2026.12016521005,0.000200893796507766,8.95020497591395,0.0213370472266616,0.673204596667331,0.00346721507741166,0.0267263520649837,34530000,10,-1617.16423337647,0.0382117329280788
"4",359,3.93200678794927,16.1537631870432,0.00199544844866869,3.41199122812369,0.0125530267925372,0.820627271319314,0.00386847871818135,0.0371613038917605,34530000,10,-1619.71768839535,0.0645254630231197
"5",185,2.6021424208849,97.0182395019288,0.000795830870319025,15.1904718470092,0.0244798856751206,0.448417167110442,0.00486285215733228,0.0617397635377805,34530000,10,-1617.36735785222,0.0345511887667722
"6",11,4.96680437240915,231.250169565474,0.0138634176669661,0.0385949884127154,0.0228474579945815,0.369165321036817,0.00269909204355843,0.57042758566731,34530000,10,-1617.43141987141,0.0227236289272129
"7",393,1.43567321797503,17.7836384806403,0.000546807294815586,5.70389081262301,0.0374151131631569,0.208407306182398,0.00874461824853631,0.152590523575289,34530000,10,-1618.72089759917,0.0236547271330973
"8",397,4.56419828505934,1802.81716221025,0.00470614184775352,9.27351677802088,0.0256922971494669,0.587694447662883,0.00370972869990623,0.022544494513076,34530000,10,-1617.86851729271,0.0291827804673779
"9",351,2.37593507007101,36.9932189368819,0.000688564363962569,5.51930504658672,0.0337845123370969,0.316324704492704,0.00584730084043598,0.0713899262475522,34530000,10,-1617.98450032972,0.0326655841208971
"10",270,1.49383181349609,45.4886087666485,0.00464971828932677,3.78129386514919,0.0363500520213177,0.227091972806337,0.00780000218662547,0.153782744345485,34530000,10,-1619.33794921187,0.0319722329784093
"11",197,11.5432352100098,185.680325845744,0.0103312339964382,0.266218053415921,0.0186520884792673,0.791731260667186,0.00338227190051894,0.017864083948041,34530000,10,-1619.92962266249,0.033409708958283
"12",95,2.34731561476808,1264.47650784049,0.000355509538976067,10.0520373573705,0.014521991629522,0.621658829226339,0.0042910058535595,0.0828318854854028,34530000,10,-1618.84943829496,0.0318897759773632
"13",170,4.36496672231895,352.05597540815,0.0113446168350719,0.792337106564172,0.0113567785809394,0.895127140624897,0.00366481074238563,0.0536240013680647,34530000,10,-1620.34783350923,0.0538410713675453
"14",346,3.95023642777256,97.3188199989928,0.0383081677317566,0.562732378181786,0.011678919606752,0.781256513236841,0.00399184383940374,0.0745703824279589,34530000,10,-1623.27474553009,0.0642399229958846
"15",230,1.89189891911096,654.174088124635,0.00266039201566531,2.868496355066,0.0181212959013962,0.427368416210626,0.00559561487534199,0.120558963227065,34530000,10,-1620.64479824825,0.0282804850676335
"16",313,2.59077783049394,50.8701076037705,0.00356972123921148,3882.6754837566,0.0156509719911183,0.603736419834828,0.00432741452187444,0.0675482554592554,34530000,10,-1618.47108951253,0.0296863260745072
"17",151,2.2901750572939,39.8691238367259,0.00826173176465981,7.56599613223421,0.021974972009122,0.429359595721324,0.00495785335442277,0.0823641070608594,34530000,10,-1619.17072006806,0.035718980164825
"18",24,2.03459244644822,286.752878116613,0.00313180609500159,11.7172381436174,0.018268388147447,0.496151148093826,0.00473772171558818,0.098296659730615,34530000,10,-1619.20410144617,0.0384038238892687
"19",189,2.28062374894372,324.6571018463,0.00555508257456019,1.55254823633579,0.0121725429439285,0.615414035663958,0.00482834009485039,0.108951961248588,34530000,10,-1621.80549227362,0.0683864779317661
"20",117,2.03985443844287,1589.76328928785,0.000724073254492496,2.07647896614592,0.00687571009899676,0.909942943951068,0.00499512916281695,0.121726547028263,34530000,10,-1622.55884429233,0.053393893974752
"21",283,1.18185266316048,202.423327107015,0.00954878782073759,33.6170222851982,0.0254021724730088,0.25905283044031,0.00779931830627818,0.201245500310413,34530000,10,-1623.12929187627,0.0269426293819273
"22",199,1.34527107365415,33.7962258206626,0.00337696559721852,10.3400564198008,0.0262941041135532,0.280126755847059,0.00696989271574831,0.169629924382536,34530000,10,-1621.48899114292,0.0336427074769604
"23",276,1.67120904405282,128.384169484168,0.0133094911980872,14.9454344538874,0.00988742914142052,0.681378000474784,0.00475395144459154,0.139053697092849,34530000,10,-1622.92123578323,0.0340347166377424
"24",180,3.10412423900872,6144.50177397745,0.0160782153542579,10.6539076700213,0.0158603052110517,0.621136283448311,0.00421759825570797,0.0507928381894443,34530000,10,-1619.41045477529,0.0510178144993145
"25",271,2.5093516264988,144.0142714538,0.000747443047706521,2.631183704327,0.0140985883641948,0.617426244404607,0.00438220938158565,0.085030086524585,34530000,10,-1619.62958484482,0.0456182299607357
"26",392,1.18928132408747,220.189104990874,0.000251338734866552,4.20602042173994,0.0208523836701351,0.29919283496254,0.00719740025162191,0.220518910384263,34530000,10,-1624.20838339202,0.0296998973609275
"27",223,1.15434000667114,256.482735763478,0.000134056897617489,20.8359018740597,0.00992916663519255,0.558849478704409,0.00575963241918636,0.221751124535967,34530000,10,-1625.08780612849,0.0441587413675687
"28",328,1.87877467222756,9.37557728657668,0.00124446209800931,8.68955676588618,0.00807568636772731,0.860305278251757,0.00440667425315403,0.11869962356178,34530000,10,-1621.8413180296,0.0530588805557333
"29",400,1.87529236648297,17.9376877928761,0.0064703790793326,0.568364859717652,0.00916917772184582,0.632290832674197,0.00505452122769349,0.214597903590702,34530000,10,-1628.91685106508,0.0932769025805468
"30",17,1.33540154488022,63.5117317366186,0.00391461539699983,5.10989544410918,0.0117695487361413,0.478912395223743,0.00597029771394151,0.194053379141896,34530000,10,-1625.25969353099,0.0398472861302838
"31",50,1.27780056066028,28.2794521333127,0.00417224254582082,8.3134578445112,0.00912379049318151,0.572579966694423,0.00569233348279002,0.204173021903734,34530000,10,-1626.43126767831,0.0916291463205086
"32",205,0.965551078124917,9.15034358927487,0.00962276389438548,2.06139291216546,0.0171074468846865,0.304882659283903,0.00751912651944381,0.323441702577066,34530000,10,-1631.82290773461,0.0448382278755244
"33",61,1.02910976377634,13.1013414727666,0.00214355074792776,26.6468281814584,0.0120495028989564,0.442612551236885,0.00607526081830982,0.258674122940027,34530000,10,-1626.85069560789,0.0539555262363924
"34",341,0.94745806597431,0.47350934323832,0.0139774777937718,7.51021157094914,0.0064731172671827,0.707745414801031,0.00596893778475336,0.297951777667028,34530000,10,-1633.91910006715,0.0790316088519707
"35",128,0.985545862823871,25.1714686678617,0.00873386333332165,14.3850730989031,0.0114654376280473,0.41809107130552,0.00697387031440021,0.27284165541553,34530000,10,-1628.61339481767,0.0548919840101349
"36",361,1.37822326297401,15.5539237815006,5.67586095873303,17.2778495668263,0.316858746274191,0.0691571508426138,0.0137663003001451,0.28937904848786,34530000,10,-1631.97434342621,0.00804516670532008
"37",40,0.762283902962636,3228.71401187313,0.00100551728306058,11.5874090644858,0.0151464119401437,0.303950425233062,0.00807435345199981,0.380624695006954,34530000,10,-1631.09492695098,0.0603371737594451
"38",327,0.840423315210065,62.0174876883988,0.0184933016047142,4.98417988217442,0.00533719217450792,0.710254664602919,0.00701777484714727,0.359996569376702,34530000,10,-1631.74987412969,0.135631527614268
"39",144,1.60600030780951,309.189480831882,9.71966168971049,184.471978193731,0.367469426464596,0.0685996999731619,0.0131362334176272,0.25692688885559,34530000,10,-1638.0022716589,0.0173737919445755
"40",103,0.937383540303331,117.59519059408,0.00244326714636501,2.47637267694424,0.00626524350873509,0.698393617555718,0.00592349676568286,0.3368813042844,34530000,10,-1629.71901646041,0.103225285736821
"41",76,1.30247600119055,1236.54306450794,7.11154436962875,20.2730958343983,0.329911070087148,0.0667375441707723,0.0141491029206355,0.32517951732492,34530000,10,-1631.71229892154,0.00593679435931836
"42",292,0.749657074236451,9.80932619515837,0.03050056590884,6.78398718721238,0.00582102617680118,0.668608959328255,0.00626665774845843,0.40576209996574,34530000,10,-1633.10053213643,0.142870820911378
"43",194,3.20312641891101,132.653958675096,14.3887635859321,12.1188802462388,1.10100613651137,0.0744378407756536,0.0130067116529302,0.283702223726379,34530000,10,-1826.86229751058,0.0792967673843685
"44",255,0.690784587595337,38.6505170586971,0.00389384210164296,3.62350640048353,0.00660065541444678,0.522639300436733,0.00797741679943978,0.474557814894133,34530000,10,-1635.76135140405,0.161440117380934
"45",273,1.51335442602823,328.240859883355,7.85198346053302,34.3395460808245,0.334476549102788,0.0737514987201704,0.013009703719009,0.26610322275782,34530000,10,-1634.44598107588,0.00575626325369378
"46",250,0.574439324700019,9.97317148153834,0.00415163486524063,59.8156204610513,0.0046332642476211,0.682451474412842,0.00812315921077961,0.543372737686382,34530000,10,-1634.62077625718,0.24984289037458
"47",124,2.44704874593922,258.214509676548,12.8710925560411,31.4784093680589,0.820725628649262,0.0740347564884777,0.0132541433757127,0.287772756992397,34530000,10,-1716.23941688838,0.283554448302258
"48",212,1.14097717171844,9.24910380002958,30.0598370085289,1.67370035537699,0.00474799187385456,0.910970934217395,0.00580367429375566,0.286467314455795,34530000,10,-1639.47339338847,0.0915976944217141
"49",22,1.42699033371839,2.30688794555947,1.04549665986981,2.24595091287936,0.00603747506294741,0.898859414186786,0.00484088549352011,0.20287430935337,34530000,10,-1639.11450941482,0.10381942003571
"50",73,0.916536347965841,21.7804286166744,16.9355029226519,24.700682738599,16.5027800466619,0.0882940770971468,0.00586763641579382,0.227247770861059,34530000,10,-90448693.7152455,0.000215151674961049
"51",164,0.419371906875902,14.7777067533655,5.26679790988645e-05,6.18082598540913,0.0242544262413994,0.144823457095124,0.018858848655475,0.827424911710495,34530000,10,-1638.96507125772,0.0314883342452618
"52",298,2.80210451095308,2634.43089655497,896.569895166397,4.52460089083219,0.00900248025421621,0.924711801797226,0.00385847936280449,0.0712585601362124,34530000,10,-1638.95852164988,0.0388792133068621
"53",59,1.84141015281867,125.807197926636,0.225846317852154,15.9055454491226,0.0086865891844155,0.830083053403811,0.00419809445406703,0.122551947884075,34530000,10,-1630.51396705031,0.0419497040560156
"54",234,1.96757172819479,6.69938917364166,630.045788559557,24.8093332766979,0.00713255442240541,0.907496828808473,0.00450178450041491,0.111017981952399,34530000,10,-1639.93802518679,0.0513291751900025
"55",161,2.33561314810903,513.202521862317,174.356496294279,0.82655693076742,0.00824989742819152,0.797373039155718,0.00447328589538215,0.135074073882942,34530000,10,-1640.60372321501,0.0658285745371045
"56",315,0.634872338035172,9.38347659820683,0.00764629450728001,1373.43694281839,0.00667427627599968,0.496844423156023,0.00844639131091497,0.481669010314415,34530000,10,-1636.45768095839,0.0895514088847989
"57",30,1.12699721492571,59.9820890779703,69.0472614634225,2.09884028972862,0.00591952769679337,0.847133000796036,0.0045852979639597,0.281934724269031,34530000,10,-1638.37710817656,0.0719844832615934
"58",389,0.737286662109065,39.4574452375166,409.47409997444,1.42217649700722,0.00529614921679993,0.858643255563106,0.0023280348421429,0.510964852099705,34530000,10,-1639.61265662536,0.0458189412056267
"59",96,1.74020691764989,60.9032033565613,153.375193364488,2.32851761577556,0.00742442261553092,0.790671944311235,0.00479319601888026,0.155099436975854,34530000,10,-1639.84480224701,0.0914498702338321
"60",334,0.964980970215989,2962.88444663761,1.69215443840527,127.76035915426,0.00621111701462725,0.772986920882491,0.00476280156525761,0.293068909417172,34530000,10,-1638.79461027443,0.0609056703272845
"61",15,1.2200253825295,115.217855693371,16.8523819945773,20.9810738877758,0.00707994832341137,0.754177116447728,0.00511076461712268,0.211024656150613,34530000,10,-1639.13789795971,0.0760297960382594
"62",88,0.744725605349517,9.60575086334915,30.235535261095,3.1685295548191,0.005539870817606,0.773445869288567,0.00433561134324431,0.440732507761825,34530000,10,-1639.84351753954,0.0443566574510278
"63",239,1.16624458327286,17.1954371762382,10.3296062662135,1.11796116712983,0.00640226258065312,0.813440078204024,0.00403573102003461,0.310582022231162,34530000,10,-1639.72151014464,0.0632815380678412
"64",375,0.683470785675617,3.48536272498473,0.0215207825554051,1.80765589461586,0.00407623061533028,0.833340946050765,0.00589150038434226,0.532473491590454,34530000,10,-1636.22533938538,0.130959411959897
"65",385,4.09814630860662,25.9051006932298,119.73191487161,0.477177518572623,0.00976262434640182,0.821623186155013,0.0042048008697716,0.0797987751390183,34530000,10,-1641.41778392568,0.0693656924173653
"66",47,0.48735265839714,1697.35574324914,52.9576424606896,14.2160712005025,0.00470696587341269,0.892381318483743,0.000132078195553207,0.655816273256238,34530000,10,-1637.58322532476,0.0561319636284725
"67",135,1.28726487005071,23.1095925227537,7.05684105969858,18.2641561648439,0.00690873422436322,0.805371831812237,0.00494088158405959,0.197707103023108,34530000,10,-1638.35987479345,0.0486284627558767
"68",343,1.38465597108861,6.66487708120102,126.636416235353,16.465583358116,0.00769329577288016,0.747732592008908,0.00474605186480891,0.182025323549992,34530000,10,-1640.31567627335,0.0425202230409036
"69",193,1.16359050224763,6113.10110627417,35.4882329888726,18.7832151930065,0.0070176029200643,0.722407575952679,0.00527580094537776,0.22399205910048,34530000,10,-1640.24814354338,0.0645842620377191
"70",163,0.541426931897217,71.9424240013451,0.000785476473478954,51.6839688384411,0.0133949156219762,0.277641290306042,0.0106919099958442,0.564823115779853,34530000,10,-1637.68460236078,0.101526834519154
"71",335,1.3769226456482,312.967154460572,0.179603738645194,48.8835242616562,0.00979899848137231,0.65277164308519,0.00451279061473905,0.177876777490144,34530000,10,-1632.76106118641,0.0418976943544595
"72",72,1.67189982056025,1743.14706667698,11.2699250903029,2.39157141617734,0.00911926577833275,0.702856375750818,0.00467600710291074,0.161025504611879,34530000,10,-1640.03773142945,0.063782858073728
"73",352,1.83696888317951,28.8288729188474,9.31045318974877,4.84491246062329,0.342418590786507,0.0915237904915527,0.0113509014606629,0.208024704033524,34530000,10,-1641.41980895538,0.134177327150769
"74",356,0.569017286971742,12.9430847172203,661.825456523227,5.12954327392016,0.00501020481385757,0.736055826746048,0.00389507631310856,0.584701611047321,34530000,10,-1640.83188662756,0.122214218427133
"75",289,1.03894257493948,14.3331229488337,2.46297158586355,2.39088644453216,0.00596864436822539,0.819136325746048,0.00469762621101073,0.300004577945093,34530000,10,-1638.72587161132,0.0477954806321399
"76",269,0.973886722222827,4.93969314436905,1.85586091382627,33.8936232969883,0.00634743679022013,0.750229838686427,0.00502288366154701,0.28570784515332,34530000,10,-1639.73120987205,0.0496073836768395
"77",219,0.520758659422679,1.11088025082809,219.343558050972,3.6572166553514,0.00400720890024959,0.921272285032787,0.00104965668403027,0.671546856963583,34530000,10,-1638.60262801232,0.119012341951903
"78",140,0.71686628271241,34.5202932512764,9.69937868534224,0.596333839731325,0.00392660449889961,0.837536927971795,0.00340442181759895,0.71294829739254,34530000,10,-1644.43935549986,0.26142505671073
"79",214,4.11591854825837,31.9533163987164,0.00526462224350405,0.629965914736486,0.0203577225623645,0.496296563071271,0.0046027290622705,0.0596222244741236,34530000,10,-1620.53596720932,0.03324132426099
"80",63,1.19945901480297,60.5020437124676,835.976667653691,64.4699421049696,0.00783349099234003,0.684115404593556,0.00516595128759155,0.216071277159209,34530000,10,-1640.19380620708,0.0692390571850353
"81",280,0.374164001093,10.3707746615663,78.049000790291,45.1082134822367,0.0030223090450933,0.904681964753115,3.9840835593366e-05,0.910793667082655,34530000,10,-1639.70248718304,0.125630895000111
"82",394,1.07574354857028,83.190519872018,3.39884703092143,2.24510392578154,0.00636588749701256,0.762578508692155,0.00491575981587542,0.291761688740215,34530000,10,-1639.5616372442,0.0557864902151698
"83",127,1.40156407230137,22.1846712682111,2.96739359708028,12.4480026195897,0.00874932630467515,0.667443930188618,0.00500052214671198,0.175405377631175,34530000,10,-1640.51855780068,0.0412752148602365
"84",263,1.36355306596001,80.2234489496102,4538.43996218943,3.99575899667981,0.00849127852499497,0.677446221584601,0.00512624234797309,0.197747953171499,34530000,10,-1640.75033649589,0.101559346171439
"85",53,1.12005847589072,20.6896985196279,0.0115528317882403,10.218873586575,0.00850892872332084,0.625003048597367,0.00563787109872335,0.233104313625705,34530000,10,-1626.62515064323,0.0555718497265023
"86",371,2.65204155685409,37.190007603371,7659.29878480518,5.0039905283416,0.0116802875768469,0.716763831675829,0.00426877669834289,0.0715050932922016,34530000,10,-1641.50642814448,0.059877477116516
"87",236,0.852934706626409,283.583509722862,1344.57265025313,1.78216538903607,0.0065215468189897,0.696171032144591,0.00448705438631448,0.407261690092494,34530000,10,-1641.39971877183,0.0545075264548053
"88",57,1.14956041002971,6.00747482241249,283.225039942406,7.42750812750719,0.0075775305025441,0.678850689619484,0.00531868329368273,0.235436772631493,34530000,10,-1641.12833664626,0.114446683533955
"89",2,1.20432999323427,796.603823885112,16.8450905432586,115.362507236309,0.00687509950447668,0.684048255627199,0.00583282019175899,0.215350877601917,34530000,10,-1641.92349295697,0.085789482943503
"90",301,1.17101688386315,1454.46109763146,80.097399261948,7.58909296927236,0.00817061153328063,0.666278248204172,0.00507970132862144,0.229702917702712,34530000,10,-1640.38793666127,0.0602393223143756
"91",227,1.39936249334916,217.799564783061,38.9027178330986,3.03444169481107,0.00821838970356914,0.666425568322061,0.0054040725468106,0.200083241334975,34530000,10,-1642.00964336983,0.0589937826586779
"92",296,0.485230115281781,38996.2105343797,537.015188423982,11.9512631882599,0.00396087456063792,0.790907246757215,0.00544067702977743,0.68094371502605,34530000,10,-1641.05534682466,0.0990330091064902
"93",245,1.79543428920856,48.0863532699286,15.3915262981016,22.3219500300905,0.00998028925949649,0.665483474984369,0.00492030657224908,0.121202543002053,34530000,10,-1641.03434365579,0.0557665325571471
"94",131,1.82446701403753,3.43705424558197,21.8377329218335,0.192144104781769,0.00735543398134858,0.683178756096818,0.0033808495550266,0.453207419192923,34530000,10,-1641.41422762926,0.104177691247002
"95",291,4.19585934567146,22.855940545908,31.3432695170942,0.687711040857291,0.0127534899219216,0.75584572162871,0.00394398322088579,0.0597506418317674,34530000,10,-1642.01761608046,0.0406816576350317
"96",14,1.13727157600555,9.45109363569688,451.107780694252,3.21251262847243,0.0078142893191594,0.681165702260347,0.00474068702216685,0.257608896262033,34530000,10,-1641.05361615154,0.0687062553921149
"97",231,1.39749631357769,3473.63014361509,3.0915224259616,1.3137931706168,0.00781261837484576,0.69062574098423,0.0049054586570824,0.234140168097036,34530000,10,-1641.02536151858,0.0881770446229122
"98",56,1.03049112450166,5.94046994866427,22.1050059984297,3.85470530798161,0.00854268359029783,0.626316468880548,0.00474454398349857,0.284103743129023,34530000,10,-1641.97286776785,0.0561846252349069
"99",5,5.53405077692711,1964.33740300903,26.1580099720309,1.42844400349233,1.63937543487963,0.0879865789546869,0.0126023166174317,0.228241964860174,34530000,10,-1753.94419633057,0.126557950322156
"100",316,3.79880931729616,23.4048184904574,12.0244947453891,1.88762556181687,0.0124200128398292,0.790849970888799,0.00376554282293524,0.0482746526555335,34530000,10,-1641.68810670033,0.0447911498550421
"101",20,0.628808465978804,26.6825806996674,2.74123999442689,51.0687474641731,0.00544863004286266,0.721769527583939,0.00495406168714994,0.489433909704803,34530000,10,-1639.93528139908,0.0925900222205704
"102",209,2.84677434196042,14.7519293051578,0.415622609599966,0.369384216001558,0.0105036793577724,0.634615817523457,0.00490558576443263,0.156531454673014,34530000,10,-1639.19925054083,0.087133432941933
"103",64,1.13562257607719,2130.73249244161,1309.59812782761,3.48517598714846,0.0077151291072173,0.663207431873612,0.00503066148139783,0.253948108359484,34530000,10,-1641.22675359284,0.0497890601851673
"104",192,1.44926310282016,27.5192138010917,70.5227179561369,7.27242396582618,0.00975163232896039,0.624033255367083,0.00485213329684047,0.172809622153754,34530000,10,-1641.68091113063,0.0357915514754147
"105",81,4.63482780463392,85.2310787551728,190.965721088527,1.59831372155254,0.0128452970141442,0.844079375050241,0.00356227972911685,0.0346001605103868,34530000,10,-1641.87597828591,0.0696609280972262
"106",319,2.52467341300865,6.21104704487222,46.299762517049,1.16826925427583,0.0128406211804163,0.601406885618075,0.0045908398506292,0.103524359763421,34530000,10,-1644.53610295715,0.0328085976201894
"107",107,0.764611603185709,1043.77758629023,0.19638630632326,13.2753580893251,0.00676900943588375,0.633846971158135,0.00561457002700076,0.387816610097943,34530000,10,-1637.66539217742,0.0549947183156222
"108",65,0.763933346135946,65.2766203561865,234.428058424153,309.227921910555,0.00639136251885201,0.663598918962853,0.00536430154190064,0.385154135210882,34530000,10,-1640.86484211283,0.0380091032319741
"109",382,0.542539958973416,1.81891727907091,0.0128938600148889,2.93280826419115,0.0123470016032674,0.309803996418174,0.00817987788345648,0.64018258221487,34530000,10,-1644.12623880868,0.145135670624499
"110",184,0.383235264247668,8.66293425902026,141.712210709221,193.047093170332,0.0032825565666015,0.809324572531747,0.00625881601223363,0.884328072701229,34530000,10,-1642.38717031925,0.148790834252424
"111",264,0.925657738878808,19.8725263905299,8.64048945716335,103.09642557936,0.00744288819643063,0.606913386952641,0.00597632142920041,0.302272651282899,34530000,10,-1642.12557411207,0.0740728503708332
"112",267,7.52231304933229,97.3399597410152,58.5942711805709,0.0539255404233982,0.0158993976422944,0.632766385507584,0.00319484059748693,0.249784165947093,34530000,10,-1630.35337330025,0.022271817001263
"113",169,0.811118153695444,59.668504864627,1.73908132703142,5.79761147062959,0.00715672465332181,0.593555003207371,0.00623951105126364,0.375276363449723,34530000,10,-1643.21732253793,0.0445905308396708
"114",195,1.0634707081373,411.478764953568,2.1460719229501,16.4119685454873,0.00907167686910083,0.54007115186672,0.00619785506591003,0.248439121847781,34530000,10,-1643.02509837639,0.0426315587301022
"115",38,1.14509897739727,27.3526297957845,137.336230310403,2.16498106672227,0.00883192430069662,0.578965012041982,0.00525358683200196,0.269084542962475,34530000,10,-1643.18840388655,0.0376211069242614
"116",178,1.10075247018186,44.961032609945,16.0065363474681,327.735016768869,0.00863905264756965,0.587729650806442,0.00553426772780003,0.241131837721018,34530000,10,-1641.98598667954,0.0702176058684551
"117",177,4.87339844969822,51.3999214045831,1.7445924790374,0.143644927685757,0.0125259833474062,0.666031596762934,0.00425769236548402,0.16220971102762,34530000,10,-1639.09393721043,0.0626573035581356
"118",355,1.06681209590457,113.942835703252,0.0187830625320506,9.71785346428884,0.00774044773087177,0.634564468813228,0.00574412994367465,0.257897680474004,34530000,10,-1628.01227026815,0.0443373485703682
"119",98,0.55450552114498,0.920799816639893,196.399671874362,10.6992547273334,0.00699541006887797,0.689901184116434,0.0016277018923174,0.566610725116913,34530000,10,-1641.9924151759,0.0603920831649179
"120",100,0.967000122551738,124.147236251124,54.3624455585923,18.8303202768972,0.00883191330922526,0.563913443589454,0.00534712497968781,0.285605611796202,34530000,10,-1642.43621768725,0.0333344909887446
"121",217,1.16741913290529,5.45264443640123,41.0009833578106,31.597724588224,0.00858701778392948,0.630203264109268,0.00515349198666665,0.223370042969668,34530000,10,-1641.78232702331,0.0678532564033889
"122",51,2.29445402939424,140.526575081449,3756.89155073512,174.024475933782,0.0136155423800486,0.590058363724179,0.00450186692153674,0.0843030939413942,34530000,10,-1643.15776650009,0.0700565230275306
"123",149,3.69282582936563,645.527526449437,5.71477833369583,0.550424076401545,0.0129043311862313,0.624339787169499,0.00465661038895696,0.0815081250825579,34530000,10,-1643.7333175243,0.0768284143408364
"124",159,2.46377027542182,116.780341659446,0.020516524363963,3.31461741556759,0.014682472387999,0.569414501239791,0.00468843923755965,0.0827850615002938,34530000,10,-1620.93860617733,0.0488683283151468
"125",187,2.61649649203482,771.870504748658,8.36547783136043,0.783231707873298,0.0140726713900858,0.554791753161476,0.00462670266605834,0.114778994917034,34530000,10,-1644.24329948252,0.0278105240266765
"126",215,1.88996807623269,269.633256238012,205.78398790791,26.8441454470272,0.0119876606598228,0.605075378908458,0.00483635355593035,0.111046606594614,34530000,10,-1642.00879517636,0.0453542810150213
"127",116,1.79066599100174,245.984509260759,2.05161588290137,10.5372136740881,0.0123521660556641,0.577914312651959,0.00458490550942789,0.128283362717643,34530000,10,-1641.94611252529,0.0458618760187962
"128",6,0.513852616028851,12.1059357162115,5212.75388160754,26.6920200993879,0.00585499724877888,0.606287634503368,0.00465459440210989,0.625058558856304,34530000,10,-1643.37471739577,0.0978926880405193
"129",78,0.79578581783954,1794.60757301662,67.4546361852796,11.0738530155757,0.00801096779330567,0.574759723641786,0.00531078023761893,0.363626417771522,34530000,10,-1642.95144425757,0.0901529846270537
"130",45,3.31058048728935,129.712683852357,0.0224872137775617,0.539394999411463,0.0147766590722474,0.559135930539481,0.00479646978213643,0.0965209093418693,34530000,10,-1623.85213563169,0.0603937192821853
"131",297,1.70397212848817,340.072809233585,0.00379197837675328,4.61512274220047,0.0130429124545392,0.533178743888019,0.00506668307894655,0.138329174063708,34530000,10,-1622.13279567739,0.0442491507502208
